trial_id,subject_id,timestamp_ms,label,risk_label,session_phase,rpe,load_level,label_quality,acc_up_x,acc_up_y,acc_up_z,gyro_up_x,gyro_up_y,gyro_up_z,mag_up_x,mag_up_y,mag_up_z,pitch_up,roll_up,yaw_up,acc_low_x,acc_low_y,acc_low_z,gyro_low_x,gyro_low_y,gyro_low_z,mag_low_x,mag_low_y,mag_low_z,pitch_low,roll_low,yaw_low
trial_unset,subject_unset,4280,unlabeled,ignore,normal_task,-1,none,uncertain,,,,,,,,,,,,,0.06,0.75,-0.69,3.8,2.9,1.4,50.1,3.9,11.9,-3.6,132.7,12.9
trial_unset,subject_unset,4300,unlabeled,ignore,normal_task,-1,none,uncertain,,,,,,,,,,,,,0.06,0.75,-0.69,3.8,2.9,1.4,50.1,3.9,11.9,-3.6,132.7,12.9
trial_unset,subject_unset,4320,unlabeled,ignore,normal_task,-1,none,uncertain,,,,,,,,,,,,,0.06,0.75,-0.69,3.8,2.9,1.4,50.1,3.9,11.9,-3.6,132.7,12.9
trial_unset,subject_unset,4460,unlabeled,ignore,normal_task,-1,none,uncertain,-0.177,-0.3734,-0.917,-0.5493,-0.061,-0.3662,,,,,,,,,,,,,,,,,,
trial_unset,subject_unset,4480,unlabeled,ignore,normal_task,-1,none,uncertain,-0.177,-0.3734,-0.917,-0.5493,-0.061,-0.3662,,,,,,,,,,,,,,,,,,
trial_unset,subject_unset,4500,unlabeled,ignore,normal_task,-1,none,uncertain,-0.177,-0.3734,-0.917,-0.5493,-0.061,-0.3662,,,,,,,,,,,,,,,,,,
trial_unset,subject_unset,4740,unlabeled,ignore,normal_task,-1,none,uncertain,-0.1777,-0.3707,-0.9178,-0.6104,-0.1221,-0.4272,,,,,,,,,,,,,,,,,,
trial_unset,subject_unset,4760,unlabeled,ignore,normal_task,-1,none,uncertain,-0.1777,-0.3707,-0.9178,-0.6104,-0.1221,-0.4272,,,,,,,0.06,0.75,-0.69,3.8,2.9,1.3,49.9,3.8,11.9,-3.5,132.8,12.8
trial_unset,subject_unset,4780,unlabeled,ignore,normal_task,-1,none,uncertain,-0.1777,-0.3707,-0.9178,-0.6104,-0.1221,-0.4272,,,,,,,0.06,0.75,-0.69,3.8,2.9,1.3,49.9,3.8,11.9,-3.5,132.8,12.8
trial_unset,subject_unset,4800,unlabeled,ignore,normal_task,-1,none,uncertain,,,,,,,,,,,,,0.06,0.75,-0.69,3.8,2.9,1.3,49.9,3.8,11.9,-3.5,132.8,12.8
trial_unset,subject_unset,4880,unlabeled,ignore,normal_task,-1,none,uncertain,-0.1787,-0.3715,-0.917,-0.6104,-0.1221,-0.4272,,,,,,,,,,,,,,,,,,
trial_unset,subject_unset,4900,unlabeled,ignore,normal_task,-1,none,uncertain,-0.1787,-0.3715,-0.917,-0.6104,-0.1221,-0.4272,,,,,,,,,,,,,,,,,,
trial_unset,subject_unset,4920,unlabeled,ignore,normal_task,-1,none,uncertain,-0.1787,-0.3715,-0.917,-0.6104,-0.1221,-0.4272,,,,,,,,,,,,,,,,,,
trial_unset,subject_unset,5000,unlabeled,ignore,normal_task,-1,none,uncertain,,,,,,,,,,,,,0.06,0.75,-0.69,3.8,2.9,1.3,49.9,3.8,11.9,-3.5,132.8,12.8
trial_unset,subject_unset,5020,unlabeled,ignore,normal_task,-1,none,uncertain,,,,,,,,,,,,,0.06,0.75,-0.69,3.8,2.9,1.3,49.9,3.8,11.9,-3.5,132.8,12.8
trial_unset,subject_unset,5040,unlabeled,ignore,normal_task,-1,none,uncertain,,,,,,,,,,,,,0.06,0.75,-0.69,3.8,2.9,1.3,49.9,3.8,11.9,-3.5,132.8,12.8
trial_unset,subject_unset,5300,unlabeled,ignore,normal_task,-1,none,uncertain,,,,,,,,,,,,,0.06,0.75,-0.69,3.8,2.9,1.3,49.9,3.8,12.0,-3.5,132.8,12.9
trial_unset,subject_unset,5320,unlabeled,ignore,normal_task,-1,none,uncertain,,,,,,,,,,,,,0.06,0.75,-0.69,3.8,2.9,1.3,49.9,3.8,12.0,-3.5,132.8,12.9
trial_unset,subject_unset,5340,unlabeled,ignore,normal_task,-1,none,uncertain,,,,,,,,,,,,,0.06,0.75,-0.69,3.8,2.9,1.3,49.9,3.8,12.0,-3.5,132.8,12.9
trial_unset,subject_unset,5380,unlabeled,ignore,normal_task,-1,none,uncertain,-0.1765,-0.3749,-0.9164,-0.6104,-0.1221,-0.3662,,,,,,,,,,,,,,,,,,
trial_unset,subject_unset,5400,unlabeled,ignore,normal_task,-1,none,uncertain,-0.1765,-0.3749,-0.9164,-0.6104,-0.1221,-0.3662,,,,,,,,,,,,,,,,,,
trial_unset,subject_unset,5420,unlabeled,ignore,normal_task,-1,none,uncertain,-0.1765,-0.3749,-0.9164,-0.6104,-0.1221,-0.3662,,,,,,,,,,,,,,,,,,
trial_unset,subject_unset,5480,unlabeled,ignore,normal_task,-1,none,uncertain,,,,,,,,,,,,,0.06,0.75,-0.69,3.8,2.9,1.3,49.9,3.8,12.0,-3.5,132.8,12.9
